0.2,0.16561786842105272,190.0
0.225,0.16536629629629612,270.0
0.25,0.1659258,275.0
0.275,0.18063037037037025,270.0
0.3,0.18388421818181816,275.0
0.325,0.19012996296296292,270.0
0.35,0.194606381818182,275.0
0.375,0.19351186238532103,1090.0
0.4,0.20467205471124608,1645.0
0.425,0.21235818292682915,1640.0
0.45,0.22235050304878085,1640.0
0.475,0.22936283890577555,1645.0
0.5,0.24249872171253845,1635.0
0.525,0.24942981402439057,1640.0
0.55,0.2662925487804873,1640.0
0.575,0.27878030792682923,1640.0
0.6,0.2936751189024394,1640.0
0.625,0.3033789115853652,1640.0
0.65,0.3103262408536583,1640.0
0.675,0.3191348689024379,1640.0
0.7,0.33816256231003106,1645.0
0.725,0.34820474390243933,1640.0
0.75,0.3657033333333331,825.0
